Jason	Sick	Flu	Tiffany	Approved
15	12	2016
16	12	2016
17	12	2016
18	12	2016
19	12	2016
20	12	2016

Kelvin	Annual	Family Trip	God	Approved
30	9	2016

Adam	Emergency leave	Tsunami		Pending Approval
28	9	2016
29	9	2016
30	9	2016
1	10	2016
2	10	2016
3	10	2016
4	10	2016
5	10	2016
6	10	2016
7	10	2016
8	10	2016
9	10	2016
10	10	2016
11	10	2016
12	10	2016
13	10	2016
14	10	2016
15	10	2016

Jeff	Education	Study in US		Pending Approval
1	10	2016
2	10	2016
3	10	2016
4	10	2016
5	10	2016
6	10	2016
7	10	2016
8	10	2016
9	10	2016
10	10	2016
11	10	2016
12	10	2016
13	10	2016
14	10	2016
15	10	2016
16	10	2016
17	10	2016
18	10	2016
19	10	2016
20	10	2016
21	10	2016
22	10	2016
23	10	2016
24	10	2016
25	10	2016
26	10	2016
27	10	2016
28	10	2016
29	10	2016
30	10	2016
1	11	2016
2	11	2016
3	11	2016
4	11	2016
5	11	2016
6	11	2016
7	11	2016
8	11	2016
9	11	2016
10	11	2016
11	11	2016
12	11	2016
13	11	2016
14	11	2016
15	11	2016
16	11	2016
17	11	2016
18	11	2016
19	11	2016
20	11	2016
21	11	2016
22	11	2016
23	11	2016
24	11	2016
25	11	2016
26	11	2016
27	11	2016
28	11	2016
29	11	2016
30	11	2016
1	12	2016
2	12	2016
3	12	2016
4	12	2016
5	12	2016
6	12	2016
7	12	2016
8	12	2016
9	12	2016
10	12	2016
11	12	2016
12	12	2016
13	12	2016
14	12	2016
15	12	2016
16	12	2016
17	12	2016
18	12	2016
19	12	2016
20	12	2016
21	12	2016
22	12	2016
23	12	2016
24	12	2016
25	12	2016
26	12	2016
27	12	2016
28	12	2016
29	12	2016
30	12	2016
1	1	2017
2	1	2017
3	1	2017
4	1	2017
5	1	2017
6	1	2017
7	1	2017
8	1	2017
9	1	2017
10	1	2017
11	1	2017
12	1	2017
13	1	2017
14	1	2017
15	1	2017
16	1	2017
17	1	2017
18	1	2017
19	1	2017
20	1	2017
21	1	2017
22	1	2017
23	1	2017
24	1	2017
25	1	2017
26	1	2017
27	1	2017
28	1	2017
29	1	2017
30	1	2017
1	2	2017

